year,region,Coal.Mining_Cluster.LQ
2006,21161,0
2006,21163,0
2006,21165,0
2006,21167,0
2006,21169,0
2006,21171,0
2006,21173,0
2006,21175,0
2006,21177,0
2006,21179,0
2006,21181,0
2006,21183,0
2006,21185,0
2006,21187,0
2006,21189,0
2006,21191,0
2006,21193,0
2006,21195,1020.121078
2006,21197,0
2006,21199,0
2006,21201,0
2006,21203,0
2006,21205,0
2006,21207,0
2006,21209,0
2006,21211,0
2006,21213,0
2006,21215,0
2006,21217,0
2006,21219,0
2006,2122,0
2006,21221,0
2006,21223,0
2006,21225,0
2006,21227,0
2006,21229,0
2006,21231,0
2006,21233,0
2006,21235,73.40079163
2006,21237,0
2006,21239,0
2006,2130,0
2006,2150,0
2006,2164,0
2006,2170,0
2006,2180,0
2006,2185,0
2006,2188,0
2006,21999,624.612994
2006,22001,0
2006,22003,0
2006,22005,0
2006,22007,0
2006,22009,0
2006,2201,0
2006,22011,0
2006,22013,0
2006,22015,0
2006,22017,0
2006,22019,0
2006,22021,0
2006,22023,0
2006,22025,0
2006,22027,0
2006,22029,0
2006,22031,0
2006,22033,0
2006,22035,0
2006,22037,0
2006,22039,0
2006,22041,0
2006,22043,0
2006,22045,0
2006,22047,0
2006,22049,0
2006,22051,0
2006,22053,0
2006,22055,0
2006,22057,0
2006,22059,0
2006,22061,0
2006,22063,0
2006,22065,0
2006,22067,0
2006,22069,0
2006,22071,0
2006,22073,0
2006,22075,0
2006,22077,0
2006,22079,0
2006,22081,0
2006,22083,0
2006,22085,0
2006,22087,0
2006,22089,0
2006,22091,0
2006,22093,0
2006,22095,0
2006,22097,0
2006,22099,0
2006,22101,0
2006,22103,0
2006,22105,0
2006,22107,0
2006,22109,0
2006,22111,0
2006,22113,0
2006,22115,0
2006,22117,0
2006,22119,0
2006,22121,0
2006,22123,0
2006,22125,0
2006,22127,0
2006,2220,0
2006,2232,0
2006,2240,0
2006,2261,0
2006,2270,0
2006,2280,0
2006,2282,0
2006,2290,0
2006,22999,0
2006,23001,0
2006,23003,0
2006,23005,0
2006,23007,0
2006,23009,0
2006,23011,0
2006,23013,0
2006,23015,0
2006,23017,0
2006,23019,0
2006,23021,0
2006,23023,0
2006,23025,0
2006,23027,0
2006,23029,0
2006,23031,0
2006,23999,0
2006,24001,0
2006,24003,0
2006,24005,0
2006,24009,0
2006,24011,0
2006,24013,0
2006,24015,0
2006,24017,0
2006,24019,0
2006,24021,0
2006,24023,0
2006,24025,0
2006,24027,0
2006,24029,0
2006,24031,0
2006,24033,0
2006,24035,0
2006,24037,0
2006,24039,0
2006,24041,0
2006,24043,0
2006,24045,0
2006,24047,0
2006,24510,0
2006,24999,0
2006,25001,0
2006,25003,0
2006,25005,0
2006,25007,0
2006,25009,0
2006,25011,0
2006,25013,0
2006,25015,0
2006,25017,0
2006,25019,0
2006,25021,0
2006,25023,0
2006,25025,0
2006,25027,0
2006,25999,0
2006,26001,0
2006,26003,0
2006,26005,0
2006,26007,0
2006,26009,0
2006,26011,0
2006,26013,0
2006,26015,0
2006,26017,0
2006,26019,0
2006,26021,0
2006,26023,0
2006,26025,0
2006,26027,0
2006,26029,0
2006,26031,0
2006,26033,0
2006,26035,0
2006,26037,0
2006,26039,0
2006,26041,0
2006,26043,0
2006,26045,0
2006,26047,0
2006,26049,0
2006,26051,0
2006,26053,0
2006,26055,0
2006,26057,0
2006,26059,0
2006,26061,0
2006,26063,0
2006,26065,0
2006,26067,0
2006,26069,0
2006,26071,0
2006,26073,0
2006,26075,0
2006,26077,0
2006,26079,0
2006,26081,0
2006,26083,0
2006,26085,0
2006,26087,0
2006,26089,0
2006,26091,0
2006,26093,0
2006,26095,0
2006,26097,0
2006,26099,0
2006,26101,0
2006,26103,0
2006,26105,0
2006,26107,0
2006,26109,0
2006,26111,0
2006,26113,0
2006,26115,0
2006,26117,0
2006,26119,0
2006,26121,0
2006,26123,0
2006,26125,0
2006,26127,0
2006,26129,0
2006,26131,0
2006,26133,0
2006,26135,0
2006,26137,0
2006,26139,0
2006,26141,0
2006,26143,0
2006,26145,0
2006,26147,0
2006,26149,0
2006,26151,0
2006,26153,0
2006,26155,0
2006,26157,0
2006,26159,0
2006,26161,0
2006,26163,0
2006,26165,0
2006,26999,0
2006,27001,0
2006,27003,0
2006,27005,0
2006,27007,0
2006,27009,0
2006,27011,0
2006,27013,0
2006,27015,0
2006,27017,0
2006,27019,0
2006,27021,0
2006,27023,0
2006,27025,0
2006,27027,0
2006,27029,0
2006,27031,0
2006,27033,0
2006,27035,0
2006,27037,0
2006,27039,0
2006,27041,0
2006,27043,0
2006,27045,0
2006,27047,0
2006,27049,0
2006,27051,0
2006,27053,0
2006,27055,0
2006,27057,0
2006,27059,0
2006,27061,0
2006,27063,0
2006,27065,0
2006,27067,0
2006,27069,0
2006,27071,0
2006,27073,0
2006,27075,0
2006,27077,0
2006,27079,0
2006,27081,0
2006,27083,0
2006,27085,0
2006,27087,0
2006,27089,0
2006,27091,0
2006,27093,0
2006,27095,0
2006,27097,0
2006,27099,0
2006,27101,0
2006,27103,0
2006,27105,0
2006,27107,0
2006,27109,0
2006,27111,0
2006,27113,0
2006,27115,0
2006,27117,0
2006,27119,0
2006,27121,0
2006,27123,0
2006,27125,0
2006,27127,0
2006,27129,0
2006,27131,0
2006,27133,0
2006,27135,0
2006,27137,0
2006,27139,0
2006,27141,0
2006,27143,0
2006,27145,0
2006,27147,0
2006,27149,0
2006,27151,0
2006,27153,0
2006,27155,0
2006,27157,0
2006,27159,0
2006,27161,0
2006,27163,0
2006,27165,0
2006,27167,0
2006,27169,0
2006,27171,0
2006,27173,0
2006,27999,0
2006,28001,0
2006,28003,0
2006,28005,0
2006,28007,0
2006,28009,0
2006,28011,0
2006,28013,0
2006,28015,0
2006,28017,0
2006,28019,0
2006,28021,0
2006,28023,0
2006,28025,0
2006,28027,0
2006,28029,0
2006,28031,0
2006,28033,0
2006,28035,0
2006,28037,0
2006,28039,0
2006,28041,0
2006,28043,0
2006,28045,0
2006,28047,0
2006,28049,0
2006,28051,0
2006,28053,0
2006,28055,0
2006,28057,0
2006,28059,0
2006,28061,0
2006,28063,0
2006,28065,0
2006,28067,0
2006,28069,0
2006,28071,0
2006,28073,0
2006,28075,0
2006,28077,0
2006,28079,0
2006,28081,0
2006,28083,0
2006,28085,0
2006,28087,0
2006,28089,0
2006,28091,0
2006,28093,0
2006,28095,0
2006,28097,0
2006,28099,0
2006,28101,0
2006,28103,0
2006,28105,0
2006,28107,0
2006,28109,0
2006,28111,0
2006,28113,0
2006,28115,0
2006,28117,0
2006,28119,0
2006,28121,0
2006,28123,0
2006,28125,0
2006,28127,0
2006,28129,0
2006,28131,0
2006,28133,0
2006,28135,0
2006,28137,0
2006,28139,0
2006,28141,0
2006,28143,0
2006,28145,0
2006,28147,0
2006,28149,0
2006,28151,0
2006,28153,0
2006,28155,0
2006,28157,0
2006,28159,0
2006,28161,0
2006,28163,0
2006,28999,0
2006,29001,0
2006,29003,0
2006,29005,0
2006,29007,0
2006,29009,0
2006,29011,0
2006,29013,0
2006,29015,0
2006,29017,0
2006,29019,0
2006,29021,0
2006,29023,0
2006,29025,0
2006,29027,0
2006,29029,0
2006,29031,0
2006,29033,0
2006,29035,0
2006,29037,0
2006,29039,0
2006,29041,0
2006,29043,0
2006,29045,0
2006,29047,0
2006,29049,0
2006,29051,0
2006,29053,0
2006,29055,0
2006,29057,0
2006,29059,0
2006,29061,0
2006,29063,0
2006,29065,0
2006,29067,0
2006,29069,0
2006,29071,0
2006,29073,0
2006,29075,0
2006,29077,0
2006,29079,0
2006,29081,0
2006,29083,0
2006,29085,0
2006,29087,0
2006,29089,0
2006,29091,0
2006,29093,0
2006,29095,0
2006,29097,0
2006,29099,0
2006,29101,0
2006,29103,0
2006,29105,0
2006,29107,0
2006,29109,0
2006,29111,0
2006,29113,0
2006,29115,0
2006,29117,0
2006,29119,0
2006,29121,0
2006,29123,0
2006,29125,0
2006,29127,0
2006,29129,0
2006,29131,0
2006,29133,0
2006,29135,0
2006,29137,0
2006,29139,0
2006,29141,0
2006,29143,0
2006,29145,0
2006,29147,0
2006,29149,0
2006,29151,0
2006,29153,0
2006,29155,0
2006,29157,0
2006,29159,0
2006,29161,0
2006,29163,0
2006,29165,0
2006,29167,0
2006,29169,0
2006,29171,0
2006,29173,0
2006,29175,0
2006,29177,0
2006,29179,0
2006,29181,0
2006,29183,0
2006,29185,0
2006,29186,0
2006,29187,0
2006,29189,0
2006,29195,0
2006,29197,0
2006,29199,0
2006,29201,0
2006,29203,0
2006,29205,0
2006,29207,0
2006,29209,0
2006,29211,0
2006,29213,0
2006,29215,0
2006,29217,0
2006,29219,0
2006,29221,0
2006,29223,0
2006,29225,0
2006,29227,0
2006,29229,0
2006,29510,0
2006,2999,0
2006,29999,0
2006,30001,0
2006,30003,NA
2006,30005,0
2006,30007,0
2006,30009,0
2006,30011,0
2006,30013,0
2006,30015,0
2006,30017,0
2006,30019,0
2006,30021,0
2006,30023,0
2006,30025,0
2006,30027,0
2006,30029,0
2006,30031,0
2006,30033,0
2006,30035,0
2006,30037,0
2006,30039,0
2006,30041,0
2006,30043,0
2006,30045,0
2006,30047,0
2006,30049,0
2006,30051,0
2006,30053,0
2006,30055,0
2006,30057,0
2006,30059,0
2006,30061,0
2006,30063,0
2006,30065,0
2006,30067,0
2006,30069,0
2006,30071,0
2006,30073,0
2006,30075,0
2006,30077,0
2006,30079,0
2006,30081,0
2006,30083,0
2006,30085,0
2006,30087,0
2006,30089,0
2006,30091,0
2006,30093,0
2006,30095,0
2006,30097,0
2006,30099,0
2006,30101,0
2006,30103,0
2006,30105,0
2006,30107,0
2006,30109,0
2006,30111,0
2006,30999,0
2006,31001,0
2006,31003,0
2006,31005,0
2006,31007,0
2006,31009,0
2006,31011,0
2006,31013,0
2006,31015,0
2006,31017,0
2006,31019,0
2006,31021,0
2006,31023,0
2006,31025,0
2006,31027,0
2006,31029,0
2006,31031,0
2006,31033,0
2006,31035,0
2006,31037,0
2006,31039,0
2006,31041,0
2006,31043,0
2006,31045,0
2006,31047,0
2006,31049,0
2006,31051,0
2006,31053,0
2006,31055,0
2006,31057,0
2006,31059,0
2006,31061,0
2006,31063,0
2006,31065,0
2006,31067,0
2006,31069,0
2006,31071,0
2006,31073,0
2006,31075,0
2006,31077,0
2006,31079,0
2006,31081,0
2006,31083,0
2006,31085,0
2006,31087,0
2006,31089,0
2006,31091,0
2006,31093,0
2006,31095,0
2006,31097,0
2006,31099,0
2006,31101,0
2006,31103,0
2006,31105,0
2006,31107,0
2006,31109,0
2006,31111,0
2006,31113,0
2006,31115,0
2006,31117,0
2006,31119,0
2006,31121,0
2006,31123,0
2006,31125,0
2006,31127,0
2006,31129,0
2006,31131,0
2006,31133,0
2006,31135,0
2006,31137,0
2006,31139,0
2006,31141,0
2006,31143,0
2006,31145,0
2006,31147,0
2006,31149,0
2006,31151,0
2006,31153,0
2006,31155,0
2006,31157,0
2006,31159,0
2006,31161,0
2006,31163,0
2006,31165,0
2006,31167,0
2006,31169,0
2006,31171,0
2006,31173,0
2006,31175,0
2006,31177,0
2006,31179,0
2006,31181,0
2006,31183,0
2006,31185,0
2006,31999,0
2006,32001,0
2006,32003,0
2006,32005,0
2006,32007,0
2006,32009,0
2006,32011,0
2006,32013,0
2006,32015,0
2006,32017,0
2006,32019,0
2006,32021,0
2006,32023,0
2006,32027,0
2006,32029,0
2006,32031,0
2006,32033,0
2006,32510,0
2006,32999,0
2006,33001,0
2006,33003,0
2006,33005,0
2006,33007,0
2006,33009,0
2006,33011,0
2006,33013,0
2006,33015,0
2006,33017,0
2006,33019,0
2006,33999,0
2006,34001,0
2006,34003,0
2006,34005,0
2006,34007,0
2006,34009,0
2006,34011,0
2006,34013,0
2006,34015,0
2006,34017,0
2006,34019,0
2006,34021,0
2006,34023,0
2006,34025,0
2006,34027,0
2006,34029,0
2006,34031,0
2006,34033,0
2006,34035,0
2006,34037,0
2006,34039,0
2006,34041,0
2006,34999,0
2006,35001,0
2006,35003,0
2006,35005,0
2006,35006,0
2006,35007,0
2006,35009,0
2006,35011,0
2006,35013,0
2006,35015,0
2006,35017,0
2006,35019,0
2006,35021,0
2006,35023,0
2006,35025,0
2006,35027,0
2006,35028,0
2006,35029,0
2006,35031,0
2006,35033,0
2006,35035,0
2006,35037,0
2006,35039,0
2006,35041,0
2006,35043,0
2006,35045,0
2006,35047,0
2006,35049,0
2006,35051,0
2006,35053,0
2006,35055,0
2006,35057,0
2006,35059,0
2006,35061,0
2006,35999,0
2006,36001,0
2006,36003,0
2006,36005,0
2006,36007,0
2006,36009,0
2006,36011,0
2006,36013,0
2006,36015,0
2006,36017,0
2006,36019,0
2006,36021,0
2006,36023,0
2006,36025,0
2006,36027,0
2006,36029,0
2006,36031,0
2006,36033,0
2006,36035,0
2006,36037,0
2006,36039,0
2006,36041,0
2006,36043,0
2006,36045,0
2006,36047,0
2006,36049,0
2006,36051,0
2006,36053,0
2006,36055,0
2006,36057,0
2006,36059,0
2006,36061,0
2006,36063,0
2006,36065,0
2006,36067,0
2006,36069,0
2006,36071,0
2006,36073,0
2006,36075,0
2006,36077,0
2006,36079,0
2006,36081,0
2006,36083,0
2006,36085,0
2006,36087,0
2006,36089,0
2006,36091,0
2006,36093,0
2006,36095,0
2006,36097,0
2006,36099,0
2006,36101,0
2006,36103,0
2006,36105,0
2006,36107,0
2006,36109,0
2006,36111,0
2006,36113,0
2006,36115,0
2006,36117,0
2006,36119,0
2006,36121,0
2006,36123,0
2006,36999,0
2006,37001,0
2006,37003,0
2006,37005,0
2006,37007,0
2006,37009,0
2006,37011,0
2006,37013,0
2006,37015,0
2006,37017,0
2006,37019,0
2006,37021,0
2006,37023,0
2006,37025,0
2006,37027,0
2006,37029,0
2006,37031,0
2006,37033,0
2006,37035,0
2006,37037,0
2006,37039,0
2006,37041,0
2006,37043,0
2006,37045,0
2006,37047,0
2006,37049,0
2006,37051,0
2006,37053,0
2006,37055,0
2006,37057,0
2006,37059,0
2006,37061,0
2006,37063,0
2006,37065,0
2006,37067,0
2006,37069,0
2006,37071,0
2006,37073,0
2006,37075,0
2006,37077,0
2006,37079,0
2006,37081,0
2006,37083,0
2006,37085,0
2006,37087,0
